<ticker>,<per>,<date>,<open>,<high>,<low>,<close>,<vol>
EPIX,D,20170824,0.34,0.34,0.34,0.34,3800
EPZM,D,20170824,15.75,16.35,15.4,15.95,460500
EQBK,D,20170824,34.13,34.23,33.85,34.17,24100
EQFN,D,20170824,10,10,10,10,0
EQIX,D,20170824,461.93,465.89,460.64,463.53,478800
EQRR,D,20170824,38.79,38.79,38.79,38.79,100
ERI,D,20170824,23.15,23.3,23.05,23.1,985300
ERIC,D,20170824,5.89,5.92,5.88,5.91,1914200
ERIE,D,20170824,121.47,121.47,119.91,120.39,14000
ERII,D,20170824,6.4,6.45,6.31,6.39,277700
ESBK,D,20170824,20.4,20.555,20.4,20.555,600
ESCA,D,20170824,12,12,11.85,11.9,2300
ESDI,D,20170824,3.8,4.06,3.8,4.01,9400
ESDIW,D,20170824,0.74,0.75,0.72,0.75,17200
ESEA,D,20170824,1.35,1.42,1.31,1.375,113800
ESES,D,20170824,1.41,1.44,1.35,1.43,10000
ESG,D,20170824,57.92,57.92,57.92,57.92,0
ESGD,D,20170824,64.3,64.3,64.09,64.12,6900
ESGE,D,20170824,69.16,69.33,69.03,69.17,4400
ESGG,D,20170824,87.53,87.53,87.53,87.53,100
ESGR,D,20170824,203.7,204,202.55,203.3,33400
ESGU,D,20170824,53.52,53.6,53.52,53.6,179600
ESIO,D,20170824,11.3,11.68,11.17,11.57,421000
ESLT,D,20170824,135.57,135.65,134.53,135.13,17300
ESND,D,20170824,11.52,11.76,11.48,11.51,129200
ESPR,D,20170824,44.69,46.67,43.86,46.05,798200
ESQ,D,20170824,15.09,15.2,14.9,15.2,3300
ESRX,D,20170824,61.06,61.45,60.32,60.51,2546500
ESSA,D,20170824,14.84,15.12,14.81,15.05,4500
ESXB,D,20170824,8.22,8.5,8.22,8.5,31600
ETFC,D,20170824,40.73,41.08,40.54,40.94,2848500
ETRM,D,20170824,1.95,1.97,1.88,1.92,258200
ETSY,D,20170824,15.63,15.86,15.46,15.84,1413900
EUFN,D,20170824,22.75,22.75,22.605,22.61,532400
EVAR,D,20170824,0.44,0.45,0.41,0.45,60200
EVBG,D,20170824,22.64,22.85,22.38,22.63,150200
EVEP,D,20170824,0.428,0.5,0.415,0.45,151800
EVGN,D,20170824,4.65,4.65,4.65,4.65,300
EVK,D,20170824,2.35,2.35,2.35,2.35,0
EVLV,D,20170824,0.94,0.98,0.93,0.96,71000
EVOK,D,20170824,2.45,2.54,2.44,2.47,22700
EVOL,D,20170824,4.8,4.8,4.7,4.7,23000
EWBC,D,20170824,55.48,55.65,55.04,55.43,453200
EWZS,D,20170824,15.69,15.81,15.63,15.77,31600
EXA,D,20170824,13.93,14.03,13.86,13.93,11100
EXAC,D,20170824,30.95,31.15,30.65,30.8,43400
EXAS,D,20170824,40.58,41.23,39.81,41.09,1102400
EXEL,D,20170824,26.99,27.44,26.77,27.32,1889400
EXFO,D,20170824,3.96,4,3.95,3.95,1300
EXLS,D,20170824,54.83,55.25,54.83,55.22,98300
EXPD,D,20170824,55.16,55.16,54.7,54.95,572300
EXPE,D,20170824,149.31,151.87,149.31,149.94,1838500
EXPO,D,20170824,64.7,65.2,64.55,65.15,88200
EXTR,D,20170824,10.66,10.9,10.6,10.69,1615200
EXXI,D,20170824,11.21,11.34,10.97,11.24,186500
EYEG,D,20170824,0.99,1,0.96,1,55800
EYEGW,D,20170824,0.09,0.09,0.09,0.09,0
EYES,D,20170824,1.02,1.03,0.98,1,94500
EYESW,D,20170824,0.28,0.28,0.28,0.28,0
EZPW,D,20170824,9,9.15,8.975,9,208100
FAAR,D,20170824,29.26,29.26,29.2,29.2,500
FAB,D,20170824,51.21,51.26,50.96,50.96,11900
FAD,D,20170824,58.48,58.53,58.31,58.48,3400
FALC,D,20170824,0.38,0.38,0.35,0.37,404100
FALN,D,20170824,27.47,27.47,27.405,27.44,2500
FANG,D,20170824,88.74,89.35,87.7,89.12,728700
FANH,D,20170824,8.7,8.88,8.63,8.69,34200
FARM,D,20170824,33.25,33.35,32.325,32.45,62000
FARO,D,20170824,33.2,33.5,32.8,32.9,68400
FAST,D,20170824,41.32,41.62,40.91,41.15,2241200
FATE,D,20170824,3.05,3.13,2.97,3.09,177500
FB,D,20170824,168.88,169.29,166.41,167.74,14030400
FBIO,D,20170824,4.42,4.46,4.35,4.4,128800
FBIZ,D,20170824,20.99,21.07,20.88,21.07,3000
FBMS,D,20170824,27.1,27.45,27.1,27.45,5000
FBNC,D,20170824,30.75,30.91,30.47,30.82,42300
FBNK,D,20170824,24,24.35,23.85,24.2,205800
FBSS,D,20170824,17.5,17.5,17.5,17.5,0
FBZ,D,20170824,16.51,16.645,16.492,16.61,3200
FCA,D,20170824,26.08,26.08,26.08,26.08,0
FCAL,D,20170824,50.62,50.64,50.52,50.52,500
FCAN,D,20170824,24.38,24.45,24.38,24.45,1400
FCAP,D,20170824,32.06,32.06,32.06,32.06,900
FCBC,D,20170824,25.29,25.32,24.92,25.18,10500
FCCO,D,20170824,21.2,21.2,21.2,21.2,100
FCCY,D,20170824,17.1,17.25,17.1,17.1,1800
FCEF,D,20170824,21.53,21.53,21.53,21.53,1000
FCEL,D,20170824,1.47,1.48,1.43,1.47,354700
FCNCA,D,20170824,342.67,347.625,339.81,343.82,27900
FCSC,D,20170824,2.611,2.81,2.56,2.755,11000
FCVT,D,20170824,28.01,28.02,27.85,27.99,33200
FDEF,D,20170824,48.97,49.44,48.6,48.97,24500
FDIV,D,20170824,50.74,50.74,50.64,50.73,2200
FDT,D,20170824,57.54,57.65,57.34,57.35,39600
FDTS,D,20170824,39.93,39.93,39.93,39.93,0
FDUS,D,20170824,16.38,16.45,16.16,16.17,74000
FEIM,D,20170824,8.3,8.45,7.9,7.9,23200
FELE,D,20170824,38.35,38.35,37.85,38.05,109500
FEM,D,20170824,26.16,26.27,26.12,26.19,149000
FEMB,D,20170824,43.32,43.49,43.32,43.49,1400
FEMS,D,20170824,41.06,41.06,40.87,40.96,51500
FEP,D,20170824,36.23,36.26,36.07,36.09,69500
FEUZ,D,20170824,40.84,40.957,40.655,40.934,1700
FEX,D,20170824,53.14,53.16,52.97,52.98,126000
FEYE,D,20170824,14.52,14.73,14.43,14.48,4567800
FFBC,D,20170824,24.35,24.45,24.25,24.4,191500
FFHL,D,20170824,2.5,2.62,2.43,2.51,18900
FFIC,D,20170824,27.1,27.29,26.94,27.2,32000
FFIN,D,20170824,40.4,40.4,39.95,40.25,79500
FFIV,D,20170824,116.26,118.14,116.26,117.52,569800
FFKT,D,20170824,37.75,37.75,37.3,37.5,9300
FFNW,D,20170824,16.08,16.17,16,16.17,21300
FFWM,D,20170824,16.81,16.87,16.63,16.77,37600
FGBI,D,20170824,26.87,26.87,26.05,26.27,8000
FGEN,D,20170824,41.3,43,41.15,43,825400
FGM,D,20170824,46.01,46.01,45.76,45.76,8800
FH,D,20170824,1.25,1.25,1.17,1.23,134000
FHB,D,20170824,27.43,27.65,27.245,27.64,249400
FHK,D,20170824,39.97,39.97,39.94,39.94,600
FIBK,D,20170824,35.6,35.75,35.05,35.7,218500
FINL,D,20170824,10.54,10.73,10.17,10.29,994300
FINX,D,20170824,19.64,19.66,19.53,19.63,11600
FISI,D,20170824,27,27.35,27,27.35,41300
FISV,D,20170824,122.05,122.3,121.34,121.51,448700
FITB,D,20170824,26.71,26.91,26.66,26.85,3691100
FITBI,D,20170824,29.96,29.96,29.77,29.8,13100
FITS,D,20170824,25.74,25.74,25.74,25.74,400
FIVE,D,20170824,50.67,51.74,49.68,50.14,1160600
FIVN,D,20170824,21.78,22.19,20.99,21.01,418800
FIXD,D,20170824,50.88,51,50.88,51,6000
FIZZ,D,20170824,114.72,115.74,114.12,114.72,161200
FJP,D,20170824,53.63,53.65,53.56,53.61,2600
FKO,D,20170824,27.12,27.12,27.12,27.12,0
FKU,D,20170824,37.02,37.12,36.96,36.96,8900
FLAG,D,20170824,38.01,38.01,37.43,37.5,3000
FLAT,D,20170824,62,62,62,62,0
FLDM,D,20170824,3.56,3.68,3.41,3.67,102900
FLEX,D,20170824,15.7,15.93,15.68,15.85,2533300
FLGT,D,20170824,5.65,5.94,5.43,5.43,18100
FLIC,D,20170824,26.95,27.15,26.8,27.05,39400
FLIR,D,20170824,37.6,37.71,37.35,37.5,998200
FLKS,D,20170824,3.57,3.59,3.4,3.5,18100
FLL,D,20170824,2.5,2.57,2.44,2.5,81400
FLN,D,20170824,21.75,21.85,21.71,21.83,4400
FLWS,D,20170824,8.45,8.75,7.8,8,593800
FLXN,D,20170824,24.12,25.78,23.84,25.53,716800
FLXS,D,20170824,45.5,45.6,44,44.06,37700
FMAO,D,20170824,60,61.39,59.74,61.39,5700
FMB,D,20170824,53.34,53.43,53.29,53.29,38200
FMBH,D,20170824,34.38,34.64,34.1,34.48,10800
FMBI,D,20170824,21.02,21.195,20.86,21.16,560800
FMCI,D,20170824,9.69,9.69,9.69,9.69,100
FMCIR,D,20170824,0.4,0.4,0.4,0.4,100
FMCIU,D,20170824,10.25,10.3,10.1,10.3,55100
FMCIW,D,20170824,0.4,0.4,0.4,0.4,0
FMI,D,20170824,37.45,38.75,37.1,38.55,99200
FMK,D,20170824,30.71,30.71,30.71,30.71,100
FMNB,D,20170824,13.4,13.45,13.36,13.45,21300
FNBG,D,20170824,27.11,28.55,27.11,28.46,13200
FNGN,D,20170824,32.7,32.95,32.55,32.7,269100
FNHC,D,20170824,15.3,15.3,15.01,15.11,42300
FNJN,D,20170824,2.44,2.54,2.35,2.48,85000
FNK,D,20170824,32.71,32.71,32.53,32.53,1900
FNLC,D,20170824,25.08,25.24,25,25.11,7000
FNSR,D,20170824,25.4,25.44,24.41,24.52,3409300
FNTE,D,20170824,9.76,9.76,9.76,9.76,100
FNTEU,D,20170824,10.43,10.43,10.43,10.43,100
FNTEW,D,20170824,1.28,1.28,1.28,1.28,0
FNWB,D,20170824,15.72,15.98,15.58,15.93,35500
FNX,D,20170824,58.72,58.76,58.45,58.45,19900
FNY,D,20170824,34.52,34.66,34.48,34.56,8600
FOGO,D,20170824,12.7,12.85,12.7,12.75,34300
FOLD,D,20170824,12.69,13.17,12.61,13.13,2674500
FOMX,D,20170824,4.55,4.87,4.45,4.76,100000
FONE,D,20170824,48.81,48.81,48.13,48.24,1700
FONR,D,20170824,27,27.8,26.7,27.45,21500
FORD,D,20170824,1.1,1.1,1.06,1.07,51200
FORK,D,20170824,3.3,3.3,3.3,3.3,0
FORM,D,20170824,14.2,14.35,14.05,14.25,370200
FORR,D,20170824,40.6,40.9,40.4,40.5,18500
FORTY,D,20170824,37.6,37.6,37.6,37.6,100
FOSL,D,20170824,7.71,8.59,7.7,8.22,5508300
FOX,D,20170824,26.67,26.8,26.57,26.61,1574300
FOXA,D,20170824,27.18,27.27,27.05,27.1,4017900
FOXF,D,20170824,38.5,38.94,38.2,38.4,184600
FPA,D,20170824,33.78,33.8,33.72,33.79,11700
FPAY,D,20170824,4.03,4.1,3.75,4.1,9200
FPRX,D,20170824,29.73,30.97,29.49,30.86,175800
FPXI,D,20170824,34.55,34.55,34.4,34.48,2000
FRAN,D,20170824,7.61,7.83,7.47,7.53,914700
FRBA,D,20170824,12.1,12.25,12.06,12.25,1700
FRBK,D,20170824,8.6,8.7,8.5,8.65,58400
FRED,D,20170824,6.1,6.3,6.08,6.12,930600
FRGI,D,20170824,17.75,17.95,17.4,17.5,404000
FRME,D,20170824,39.26,39.72,39.07,39.72,215700
FRPH,D,20170824,44.25,44.45,44,44.45,3700
FRPT,D,20170824,15.8,15.9,15.55,15.75,97000
FRSH,D,20170824,5.44,5.65,5.34,5.55,271100
FRSX,D,20170824,5.03,5.35,4.93,5.33,26300
FRTA,D,20170824,4.25,4.405,4.15,4.19,393600
FSACU,D,20170824,10.14,10.14,10.14,10.14,0
FSAM,D,20170824,3.95,4.05,3.9,4.05,44900
FSBC,D,20170824,15.12,15.25,15.12,15.25,9800
FSBK,D,20170824,17.13,17.19,17.11,17.17,73400
FSBW,D,20170824,48.89,49.77,48.8,49.72,15400
FSC,D,20170824,5.4,5.44,5.37,5.41,492000
FSCFL,D,20170824,25.22,25.25,25.22,25.25,1500
FSFG,D,20170824,52.63,52.9,52.55,52.9,1400
FSFR,D,20170824,8.66,8.77,8.61,8.7,51700
FSLR,D,20170824,46.61,47.44,46.41,47.2,1290800
FSNN,D,20170824,1.25,1.26,1.23,1.25,13400
FSTR,D,20170824,18.55,18.55,17.7,18.25,72200
FSV,D,20170824,65.31,66.11,65.2,66.04,31900
FSZ,D,20170824,50.31,50.35,50.24,50.24,3400
FTA,D,20170824,49.74,49.74,49.51,49.51,28700
FTAG,D,20170824,25.53,25.59,25.53,25.59,300
FTC,D,20170824,55.45,55.52,55.08,55.26,82500
FTCS,D,20170824,46.03,46.1,45.88,45.95,105900
FTD,D,20170824,12.93,13.08,12.53,12.78,149200
FTEK,D,20170824,0.83,0.86,0.83,0.86,12500
FTFT,D,20170824,1.7,1.7,1.45,1.51,30600
FTGC,D,20170824,19.89,19.98,19.87,19.97,96000
FTHI,D,20170824,21.79,21.79,21.65,21.69,12200
FTLB,D,20170824,21.61,21.61,21.61,21.61,0
FTNT,D,20170824,37.17,37.52,37.11,37.23,745200
FTR,D,20170824,12.27,12.82,12.27,12.7,1870800
FTRI,D,20170824,11.46,11.515,11.46,11.515,1300
FTRPR,D,20170824,22.1,22.63,22.1,22.25,19900
FTSL,D,20170824,48.22,48.32,48.22,48.28,109700
FTSM,D,20170824,59.98,60,59.97,59.98,170100
FTW,D,20170824,37.33,37.33,37.29,37.29,4500
FTXD,D,20170824,19.09,19.09,19.09,19.09,100
FTXG,D,20170824,20.23,20.23,20.23,20.23,0
FTXH,D,20170824,19.34,19.34,19.34,19.34,0
FTXL,D,20170824,25.47,25.47,25.33,25.44,3500
FTXN,D,20170824,16.94,16.94,16.94,16.94,0
FTXO,D,20170824,25.89,25.99,25.88,25.93,27700
FTXR,D,20170824,22.24,22.24,22.24,22.24,100
FUEL,D,20170824,2.59,2.6,2.58,2.6,644200
FULLL,D,20170824,25.56,25.59,25.47,25.52,1900
FULT,D,20170824,16.5,17.45,16.5,17.4,627300
FUNC,D,20170824,15.1,15.16,14.95,15,2400
FUND,D,20170824,7.38,7.4,7.35,7.38,33700
FUSB,D,20170824,11.44,11.44,11.44,11.44,0
FV,D,20170824,25.16,25.2,25.06,25.11,287800
FVC,D,20170824,23.41,23.43,23.35,23.41,15600
FVE,D,20170824,1.5,1.55,1.5,1.525,11900
FWONA,D,20170824,36.47,37.26,36.47,37.18,256500
FWONK,D,20170824,38.13,38.82,37.86,38.55,1534700
FWP,D,20170824,24.75,24.75,24.04,24.15,120100
FWRD,D,20170824,50.79,51.18,50.34,50.36,61500
FYC,D,20170824,37.74,37.86,37.68,37.85,4300
FYT,D,20170824,32.58,32.66,32.43,32.48,4700
FYX,D,20170824,53.96,54.22,53.81,53.87,19300
GABC,D,20170824,31.95,32.13,31.695,32.03,19300
GAIA,D,20170824,11.5,11.6,11.45,11.6,35300
GAIN,D,20170824,9.34,9.38,9.2,9.25,95800
GAINM,D,20170824,25.57,25.57,25.53,25.57,900
GAINN,D,20170824,25.62,25.62,25.62,25.62,0
GAINO,D,20170824,25.49,25.49,25.37,25.41,1700
GALE,D,20170824,0.34,0.34,0.33,0.34,234100
GALT,D,20170824,1.73,1.82,1.71,1.79,232000
GARS,D,20170824,8.44,8.64,8.34,8.49,52900
GASS,D,20170824,3.25,3.43,3.15,3.2,233000
GBCI,D,20170824,33.43,33.55,33.15,33.52,130800
GBDC,D,20170824,19.11,19.21,18.97,19.17,213000
GBLI,D,20170824,39.1,39.14,39.08,39.12,3300
GBLIL,D,20170824,25.9,25.9,25.8,25.9,10100
GBLIZ,D,20170824,25.61,25.7,25.6,25.66,1900
GBNK,D,20170824,25.8,25.9,25.5,25.9,52800
GBT,D,20170824,26.65,27.75,26.5,27.65,692600
GCBC,D,20170824,23.3,23.3,23,23,2900
GCVRZ,D,20170824,0.37,0.39,0.37,0.38,29700
GDEN,D,20170824,22.23,22.4,22.04,22.37,24600
GDS,D,20170824,9.07,9.16,8.82,8.88,95100
GEC,D,20170824,3.25,3.35,3.25,3.3,7300
GECC,D,20170824,10.84,10.95,10.82,10.94,6600
GEMP,D,20170824,8.52,8.79,7.8,8.08,52500
GENC,D,20170824,15.5,15.85,15.45,15.8,61300
GENE,D,20170824,0.72,0.85,0.72,0.76,285300
GENY,D,20170824,30.51,30.51,30.51,30.51,0
GEOS,D,20170824,15.41,15.58,15.33,15.49,22500
GERN,D,20170824,2.02,2.08,2,2.06,917200
GEVO,D,20170824,0.58,0.58,0.565,0.577,92500
GFED,D,20170824,21.99,21.99,21.83,21.83,300
GFN,D,20170824,4.8,4.85,4.8,4.85,3100
GFNCP,D,20170824,97.6,97.6,97.6,97.6,0
GFNSL,D,20170824,25.539,25.539,25.539,25.539,0
GGAL,D,20170824,44.95,46,44.06,45.16,670500
GHDX,D,20170824,30.21,30.79,29.97,30.46,59600
GIFI,D,20170824,10.8,10.95,10.75,10.85,35000
GIGA,D,20170824,0.58,0.625,0.58,0.58,26300
GIGM,D,20170824,3.09,3.14,3.04,3.12,29100
GIII,D,20170824,26,28.07,26,26.98,2213700
GILD,D,20170824,73.81,74.3,73.65,74.02,4929300
GILT,D,20170824,5.45,5.47,5.43,5.45,4900
GLAD,D,20170824,9.12,9.25,9.11,9.14,106200
GLADO,D,20170824,25.23,25.39,25.23,25.35,3900
GLBL,D,20170824,5.05,5.05,5,5.05,197100
GLBR,D,20170824,1.35,1.4,1.25,1.255,19500
GLBS,D,20170824,0.97,0.98,0.93,0.95,123600
GLBZ,D,20170824,10.93,10.93,10.93,10.93,0
GLDD,D,20170824,3.65,3.75,3.6,3.725,101800
GLDI,D,20170824,9.29,9.3,9.26,9.26,24100
GLMD,D,20170824,7.36,7.64,7.26,7.36,29900
GLNG,D,20170824,21.43,21.52,21.11,21.31,578900
GLPG,D,20170824,89.14,89.64,88.64,89.33,54400
GLPI,D,20170824,38.48,38.48,38.16,38.25,568600
GLRE,D,20170824,22.15,22.15,21.95,22.1,104700
GLUU,D,20170824,3.39,3.44,3.34,3.4,1581400
GLYC,D,20170824,10.63,11.7,10.6,11.49,547100
GMLP,D,20170824,20.4,20.57,20.31,20.43,89800
GNBC,D,20170824,22.25,22.25,21.9,22.05,233700
GNCA,D,20170824,4.11,4.3,4.08,4.27,146600
GNCMA,D,20170824,42.56,42.56,41.77,42.33,64000
GNMA,D,20170824,49.87,49.95,49.86,49.915,6500
GNMK,D,20170824,9.51,9.71,9.36,9.68,188600
GNMX,D,20170824,1.21,1.27,1.2,1.24,81200
GNRX,D,20170824,21.25,21.709,21.25,21.635,4000
GNTX,D,20170824,17.78,17.94,17.61,17.9,2851200
GNTY,D,20170824,32.8,33,31.97,32.56,26100
GNUS,D,20170824,3,3,3,3,300
GOGL,D,20170824,8.8,8.97,8.78,8.9,241300
GOGO,D,20170824,13.36,13.71,13.35,13.67,627900
GOLD,D,20170824,97.48,97.9,97.2,97.54,470400
GOOD,D,20170824,21.13,21.41,21.12,21.12,104200
GOODM,D,20170824,25.68,25.85,25.65,25.73,24900
GOODO,D,20170824,25.6,25.6,25.6,25.6,0
GOODP,D,20170824,25.78,25.78,25.78,25.78,0
GOOG,D,20170824,928.66,930.84,915.5,921.28,1270300
GOOGL,D,20170824,943.71,946.31,930.74,936.89,1294500
GOV,D,20170824,18.31,18.49,18.21,18.23,378900
GOVNI,D,20170824,25.82,25.85,25.71,25.75,14300
GPAC,D,20170824,10,10,10,10,0
GPACU,D,20170824,11.135,11.135,11.135,11.135,0
GPACW,D,20170824,0.725,0.725,0.7,0.7,6000
GPIA,D,20170824,9.91,9.93,9.91,9.93,24800
GPIAW,D,20170824,0.72,0.72,0.655,0.655,300
GPIC,D,20170824,11.25,11.25,11.25,11.25,0
GPOR,D,20170824,11.98,12.31,11.95,12.21,2925900
GPP,D,20170824,18.45,18.65,18.45,18.55,19300
GPRE,D,20170824,16.75,16.875,16.7,16.7,443100
GPRO,D,20170824,9.25,9.31,9.06,9.13,2001900
GRBK,D,20170824,9.3,9.35,9.2,9.3,31100
GRFS,D,20170824,20.46,20.5,20.21,20.25,487300
GRID,D,20170824,45.4,45.52,45.33,45.45,1500
GRIF,D,20170824,33.67,33.86,33.5,33.56,2400
GRMN,D,20170824,52.07,52.73,51.93,52.18,1297800
GROW,D,20170824,1.25,1.3,1.25,1.27,10800
GRPN,D,20170824,4.06,4.11,4.02,4.08,3651800
GRVY,D,20170824,18.7,19.6,18.7,19.6,5500
GSBC,D,20170824,48.7,48.9,48.4,48.9,8700
GSHT,D,20170824,9.96,9.99,9.96,9.98,3000
GSHTU,D,20170824,10.44,10.44,10.44,10.44,0
GSIT,D,20170824,6.25,6.36,6.16,6.27,68800
GSM,D,20170824,13.86,13.88,13.6,13.61,515900
GSOL,D,20170824,19.8,19.85,19.6,19.85,19000
GSUM,D,20170824,8.46,9,8.46,8.88,26200
GSVC,D,20170824,4.56,4.65,4.56,4.59,98400
GT,D,20170824,29.86,30.105,29.73,29.96,2133600
GTHX,D,20170824,17.45,18.37,16.9,18.03,95400
GTIM,D,20170824,2.7,2.75,2.7,2.7,17500
GTLS,D,20170824,33.19,33.41,32.8,33.02,156100
GTXI,D,20170824,6.11,6.57,6.1,6.51,23300
GTYHU,D,20170824,10.49,10.49,10.49,10.49,0
GTYHW,D,20170824,1.36,1.36,1.36,1.36,0
GUID,D,20170824,7.1,7.1,7.085,7.1,413800
GULF,D,20170824,17.5,17.52,17.5,17.5,2400
GURE,D,20170824,1.77,1.85,1.77,1.82,82100
GWGH,D,20170824,10.44,10.44,10.44,10.44,0
GWPH,D,20170824,101.14,103.83,100.5,102.95,166400
GWRS,D,20170824,9.62,9.71,9.55,9.64,15300
GYRO,D,20170824,20.14,20.5,20.14,20.5,2000
HA,D,20170824,42.7,42.7,41.45,42.3,746900
HABT,D,20170824,13.15,13.4,12.95,13.05,390300
HAFC,D,20170824,26.85,26.85,26.6,26.8,69400
HAIN,D,20170824,41.45,41.67,39.19,39.29,2619900
HALL,D,20170824,11.05,11.2,10.99,11.08,13300
HALO,D,20170824,12.19,12.645,12.13,12.6,821100
HAS,D,20170824,94.17,95.4,94.06,95.05,1824800
HAWK,D,20170824,43.45,43.65,43,43.25,180700
HAYN,D,20170824,30.72,31.24,30.315,30.71,112500
HBAN,D,20170824,12.72,12.76,12.635,12.7,4900200
HBANN,D,20170824,25.865,25.865,25.865,25.865,100
HBANO,D,20170824,27.5,27.61,27.43,27.43,10800
HBANP,D,20170824,1430,1440.25,1430,1435.4,100
HBCP,D,20170824,39.21,41.4,39.15,40.4,17700
HBHC,D,20170824,44.1,44.25,43.58,44.05,351300
HBHCL,D,20170824,26.12,26.27,26.12,26.26,1500
HBIO,D,20170824,2.7,2.85,2.65,2.825,73800
HBK,D,20170824,14.3,14.3,14.3,14.3,0
HBMD,D,20170824,19.5,19.5,19.3,19.45,14800
HBNC,D,20170824,25.57,25.86,25.56,25.78,34500
HBP,D,20170824,5.11,5.15,5,5.07,87000
HCAP,D,20170824,13.7,13.83,13.62,13.64,8800
HCAPL,D,20170824,25.27,25.27,25.23,25.25,3500
HCCI,D,20170824,19.25,19.25,18.45,18.6,201600
HCKT,D,20170824,13.56,13.67,13.5,13.52,110300
HCM,D,20170824,24,24.33,23.5,23.5,49900
HCOM,D,20170824,30.84,30.84,30.32,30.33,25300
HCSG,D,20170824,51.01,51.26,50.87,51.08,126200
HDNG,D,20170824,13.25,13.63,13.19,13.38,25000
HDP,D,20170824,15.72,16.09,15.72,15.94,862300
HDS,D,20170824,30.79,31.44,30.78,31.08,1824500
HDSN,D,20170824,8.55,8.63,8.43,8.55,260600
HEAR,D,20170824,0.595,0.628,0.59,0.61,101000
HEBT,D,20170824,3.27,3.35,3.26,3.26,17900
HEES,D,20170824,20.62,20.79,20.27,20.29,217500
HELE,D,20170824,98.75,99.1,97.4,97.6,91400
HEWG,D,20170824,27.23,27.23,27.05,27.05,197100
HFBC,D,20170824,14.05,14.28,14.01,14.05,600
HFBL,D,20170824,27,27,27,27,0
HFWA,D,20170824,26.55,26.55,26.15,26.45,62400
HGSH,D,20170824,1.5,1.5,1.45,1.47,5100
HIBB,D,20170824,11.4,12.35,11.35,11.75,1540300
HIFS,D,20170824,177.55,177.55,177.55,177.55,0
HIHO,D,20170824,3.7,3.7,3.64,3.69,1900
HIIQ,D,20170824,34.05,35.1,33.6,34.8,360600
HIMX,D,20170824,8.8,8.87,8.7,8.82,1963600
HLG,D,20170824,15,15.81,14.97,15.6,28800
HLIT,D,20170824,3.25,3.35,3.175,3.3,897400
HLNE,D,20170824,22.55,22.86,22.41,22.66,134700
HMHC,D,20170824,10,10.05,9.875,9.925,914600
HMNF,D,20170824,17.65,17.65,17.65,17.65,100
HMNY,D,20170824,3.3,3.3,3.11,3.23,369100
HMST,D,20170824,24.9,24.9,24.5,24.85,144900
HMSY,D,20170824,17.67,17.8,17.54,17.69,233300
HMTA,D,20170824,10.75,10.75,10.75,10.75,0
HMTV,D,20170824,12.85,12.9,12.75,12.85,54500
HNH,D,20170824,31.7,31.85,31.7,31.85,1500
HNNA,D,20170824,14.94,15.32,14.78,14.8,13900
HNRG,D,20170824,5.62,5.75,5.62,5.72,53200
HOFT,D,20170824,40.05,40.25,39.15,39.25,29900
HOLI,D,20170824,20.04,20.34,19.86,20.25,338400
HOLX,D,20170824,37.24,37.59,37.11,37.54,4864600
HOMB,D,20170824,23.99,23.99,23.68,23.94,325000
HONE,D,20170824,17.56,17.65,17.46,17.62,43700
HOPE,D,20170824,16.45,16.45,16.21,16.34,323900
HOTR,D,20170824,2.25,2.34,2.16,2.26,2600
HOVNP,D,20170824,6.45,6.45,6.34,6.42,1600
HPJ,D,20170824,4.55,4.7,4.5,4.7,15600
HPT,D,20170824,27.24,27.4,27.16,27.2,636100
HQCL,D,20170824,7.5,7.5,7.24,7.3,10000
HQY,D,20170824,42.51,42.68,41.3,41.55,444100
HRTX,D,20170824,15.75,16.725,15.7,16.55,469300
HRZN,D,20170824,10.2,10.34,9.99,10.2,39200
HSGX,D,20170824,1.71,1.755,1.68,1.69,26800
HSIC,D,20170824,170.74,172.93,170.69,171.06,712900
HSII,D,20170824,18.15,18.25,18.1,18.175,42500
HSKA,D,20170824,100.52,101.535,98.9,99.02,62100
HSNI,D,20170824,35.05,35.95,35.05,35.85,337300
HSON,D,20170824,1.46,1.48,1.46,1.46,10100
HSTM,D,20170824,22.57,23.35,22.57,22.93,82500
HTBI,D,20170824,23.15,23.24,23,23.15,13400
HTBK,D,20170824,13.44,13.57,13.33,13.46,44400
HTBX,D,20170824,0.5,0.505,0.481,0.505,71100
HTGM,D,20170824,2.02,2.05,1.9,1.99,453500
HTHT,D,20170824,114.65,115.6,111.6,112.1,276800
HTLD,D,20170824,20.81,20.815,20.44,20.55,597400
HTLF,D,20170824,44.6,44.6,43.85,44.4,82700
HUBG,D,20170824,36.6,37.25,36.5,37.05,591200
HUNT,D,20170824,9.84,9.84,9.83,9.84,600
HUNTU,D,20170824,10.3,10.3,10.3,10.3,0
HUNTW,D,20170824,0.77,0.77,0.73,0.73,300
HURC,D,20170824,33.25,33.4,32.95,33.2,14100
HURN,D,20170824,30.55,30.65,30.2,30.5,161400
HVBC,D,20170824,14.31,14.45,14.25,14.43,16200
HWBK,D,20170824,20.5,20.5,19.95,20.15,2200
HWCC,D,20170824,4.75,4.95,4.75,4.9,71900
HWKN,D,20170824,36.35,36.35,35.75,36.1,24400
HYGS,D,20170824,7.45,7.5,7.25,7.35,32200
HYLS,D,20170824,49.02,49.09,48.98,49.07,58600
HYND,D,20170824,20.62,20.62,20.4,20.4,4000
